|genres|app_name|release_date|id
100555|['Adventure', 'Indie', 'RPG']|Forever Home Soundtrack|2017|749190
100556|['Action', 'Indie', 'RPG']|Hand of Fate 2 Soundtrack|2017|748680
100559|['Action', 'Casual', 'Indie', 'Massively Multiplayer']|Starblast|2017|673260
100560|['Free to Play', 'Indie', 'RPG']|Team Four Star RPG|2017|712390
100561|['Action', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']|"Microcosmum: survival of cells - Campaign ""Aliens"""|2017|736450
100562|['Action', 'Free to Play']|Battlerite|2017|504370
100563|['Action', 'Simulation', 'Sports']|AWS Argentina Wingshooting Simulator|2017|718410
100564|['Action', 'Free to Play']|Battlerite - All Champions Pack|2017|746730
100565|['Adventure', 'Casual', 'Simulation']|"Little Busters! - Theme Song Single ""Little Busters!"""|2017|744740
100566|['Action']|Battlerite Soundtrack|2017|746731
100567|['Adventure', 'Indie', 'RPG', 'Strategy']|Rage Quest|2017|709290
100568|['Casual', 'Indie']|Happy Neighbors|2017|729980
100570|['Casual', 'Indie']|Zombie Pop|2017|739350
100571|['Casual', 'Simulation']|Donation Medium|2017|751701
100572|['Action', 'Indie']|Boot Hill Blaster|2014|743660
100573|['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities', 'Web Publishing']|The Official AppGameKit Tutorial Guide Vol 2|2017|744150
100575|['Adventure']|Syberia 3 - An Automaton with a plan|2017|673500
100576|['Strategy']|Warhammer 40,000: Sanctus Reach - Sons of Cadia|2017|716660
100578|['Action', 'Indie']|Sector 177|2017|741720
100579|['Design &amp; Illustration', 'Utilities', 'Web Publishing']|RPG Maker MV - Wonderland Music Pack|2017|703461
100580|['Action', 'Casual', 'Indie', 'Racing']|Low Desert Punk Original Soundtrack|2017|750300
100581|['Design &amp; Illustration', 'Web Publishing']|RPG Maker VX Ace - Wonderland Music Pack|2017|703471
100582|['Design &amp; Illustration', 'Web Publishing']|RPG Maker MV - Cinematic Drums|2017|703460
100583|['Design &amp; Illustration', 'Web Publishing']|RPG Maker VX Ace - Cinematic Drums|2017|703470
100584|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - Ddraig Goch's Samhain Undead Pack 2 (Token Pack)|2017|750980
100585|['Simulation', 'Sports']|Football Manager Touch 2018 - Son Generated|2017|711742
100586|['Simulation', 'Sports']|Football Manager 2018 - In-Game Editor|2017|711730
100587|['Simulation', 'Sports']|Football Manager Touch 2018 - Starting from the Bottom Challenge|2017|711744
100588|['Action', 'Indie']|MC Lars 2: Brotherhood|2017|737470
100589|['Adventure', 'Indie', 'Early Access']|Inner Mazes - Souls Guides|2017|726820
100590|['Indie', 'Simulation']|ШП TORRENT + ШП 9.5|2017|749590
100591|['Simulation', 'Sports']|Football Manager Touch 2018 - Unlimited Scouting|2017|711743
100592|['Adventure', 'Casual', 'Indie']|Tricolour Lovestory OST|2017|734400
100593|['Action', 'Adventure', 'Indie', 'Strategy']|Captain vs Sky Pirates - Evil Village|2017|750280
100594|['Action', 'Massively Multiplayer', 'RPG', 'Strategy']|Clash of Robots|2017|651560
100595|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - D&D Xanathar's Guide to Everything|2017|720130
100596|['Adventure', 'Indie', 'RPG']|Willy-Nilly Knight|2017|610500
100597|['Adventure', 'Indie', 'RPG']|Willy-Nilly Knight - Collector's Expansion Pack|2017|639940
100598|['Action', 'Indie']|Turf Wars|2017|713760
100600|['Action', 'Indie']|Sword Bros|2017|680990
100602|['Adventure', 'Indie']|I'm Lost|2017|737530
100603|['Adventure', 'Casual', 'Indie', 'Strategy']|Lost in the tomb|2017|732070
100604|['Strategy']|Onimod Land|2017|633660
100605|['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']|S2ENGINE HD - Building Generator|2017|747520
100606|['Accounting']|Quicken WillMaker Plus 2018|2017|732710
100607|['Action', 'Adventure', 'Indie']|Redium|2017|667420
100609|['Action', 'Casual', 'Indie']|SPACE ASTEROID SHOOTER 🌀 RETRO ACHIEVEMENT ODYSSEY|2017|699460
100610|['Action', 'Adventure', 'Indie']|Zombie Waiting|2017|680550
100611|['Adventure', 'Casual', 'Indie']|Lava Rolling Kid|2017|708250
100612|['Casual', 'Indie']|Next|2017|728440
100613|['RPG', 'Strategy', 'Early Access']|Worshippers|2017|734510
100614|['Adventure', 'Casual', 'Free to Play', 'Indie']|A Wonder|2017|683930
100616|['Casual']|Amazing Thailand VR Experience - Center 360 videos|2017|748473
100617|['Casual']|Amazing Thailand VR Experience - East 360 videos|2017|748471
100618|['Casual']|Amazing Thailand VR Experience - North 360 videos|2017|748470
100619|['Casual']|Amazing Thailand VR Experience - South 360 videos|2017|748472
100620|['Casual', 'Indie']|Layers|2017|661330
100621|['Adventure', 'Casual', 'Indie', 'Strategy']|Super BoxMan Ultra|2017|742340
100622|['Action', 'Indie', 'Early Access']|Cosmic Trail|2017|727970
100624|['Action', 'Adventure', 'Indie', 'Strategy']|STATUS: INSANE|2017|654430
100625|['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']|Clumsy Moose Season|2017|409410
100626|['Casual', 'Indie', 'Massively Multiplayer', 'Early Access']|Online Circle Pong|2017|737930
100627|['Casual', 'Indie', 'Strategy']|Time Killers: Spot Race|2017|735530
100628|['Action', 'Adventure']|Outcast – Second Contact Golden Weapons Pack|2017|685840
100629|['Action', 'Adventure']|Outcast - Second Contact Original Soundtrack|2017|685850
100630|['Action', 'Indie']|Jump Gunners|2017|697660
100631|['Action', 'Adventure']|Outcast - Second Contact|2017|618970
100632|['Action', 'Casual', 'Indie']|Space Chaos|2017|723060
100633|['Simulation']|Fernbus Simulator - Usedom|2017|686280
100634|['Action', 'Adventure', 'Indie']|God Of Thunder|1994|738470
100635|['Indie', 'Simulation']|ШПUG+ШПНЦ|2017|749660
100636|['Simulation', 'Sports']|WWE 2K18 - Kurt Angle Pack|2017|704630
100639|['Casual', 'Simulation']|Carnival Games® VR: Alley Adventure|2017|631690
100640|['Action']|Injustice™ 2 - Fighter Pack 1|2017|734281
100641|['Action']|Injustice™ 2 - Power Girl|2017|731171
100642|['Action']|LEGO® Marvel Super Heroes 2|2017|647830
100643|['Action']|Injustice™ 2 - Fighter Pack 2|2017|734282
100644|['Action']|Injustice™ 2 - Red Hood|2017|721280
100645|['Action']|Injustice™ 2 - Black Lightning|2017|747800
100646|['Action']|Injustice™ 2 - Reverse Flash|2017|731172
100647|['Action']|Injustice™ 2 - John Stewart|2017|731170
100648|['Action', 'Racing', 'Early Access']|Lost Wing|2017|556960
100649|['Casual']|JigsawMania|2017|729740
100651|['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Sports', 'Strategy']|Bike of the Wild|2017|745180
100652|['Strategy']|Endless Space® 2 - Stellar Prisoner Update|2017|751840
100654|['Strategy']|Endless Space® 2 - Target Locked Update|2017|751830
100655|['Strategy']|Endless Space® 2 - Little Grin Man Update|2017|751831
100656|['Casual', 'Indie']|Space Lagat|2017|741560
100657|['Action', 'Adventure', 'Indie', 'Strategy']|Captain vs Sky Pirates - Post Apocalyptic City|2017|755430
100658|['Casual', 'Indie', 'Strategy']|Ticket to Ride - United Kingdom|2017|457200
100659|['Action', 'Adventure', 'Free to Play', 'Sports', 'Strategy']|S.K.I.L.L. - Special Force 2 - Welcome Pack|2017|741440
100660|['Indie', 'RPG', 'Strategy', 'Early Access']|Deep Sky Derelicts|2017|698640
100661|['Action']|Ben 10|2017|703180
100662|['Adventure', 'Casual']|Mystery Tales: The Twilight World Collector's Edition|2017|740520
100663|['Action', 'Indie', 'Early Access']|The Mirage : Illusion of wish|2017|680250
100664|['Action', 'Casual', 'Free to Play', 'Indie']|CS2D|2004|666220
100665|['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']|Trove - Infinium Chef Pack|2017|747020
100666|['Action', 'RPG', 'Strategy']|Wormix|2017|662830
100667|['Adventure', 'Casual', 'Indie']|Grobda Remix|2017|739000
100669|['Action', 'Casual', 'Indie']|Retro Space Shooter|2017|735840
100671|['Indie']|Uurnog Uurnlimited|2017|678850
100672|['Strategy']|Endless Space® 2 - Galactic Statecraft Update|2017|751832
100673|['Action', 'Adventure', 'Massively Multiplayer', 'RPG']|Kings and Heroes|2017|436560
100674|['Adventure', 'Casual']|Endless Fables 2: Frozen Path|2017|699780
100675|['Action', 'Adventure', 'Indie']|Greedy Guns - OST|2017|717430
100676|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - Pathfinder RPG - Carrion Crown AP 2: Trial of the Beast (PFRPG)|2017|749450
100677|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - Pathfinder RPG - Hell's Rebels  AP 3:  Dance of the Damned (PFRPG)|2017|754860
100678|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - Pathfinder RPG - Strange Aeons AP 4: The Whisper Out of Time (PFRPG)|2017|741160
100679|['Indie', 'RPG', 'Strategy']|Fantasy Grounds - Pathfinder RPG - Mummy's Mask  AP 3: Shifting Sands (PFRPG)|2017|754290
100681|['Casual', 'Indie']|AchBall|2017|739180
100682|['Action', 'Indie', 'Early Access']|Door Kickers: Action Squad|2017|686200
100684|['RPG']|Nights of Azure 2 - Side story, The Foreigner in a Wonderland of Sweets|2017|743270
100685|['Action', 'Adventure', 'Indie']|Gearend|2017|574500
100686|['Action', 'Adventure', 'Casual', 'Indie', 'Sports', 'Early Access']|AI Dummy|2017|744220
100687|['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities', 'Video Production', 'Web Publishing']|001 Game Creator - Point & Click Adventure Kit|2017|567360
100688|['Action', 'Adventure', 'Indie']|Divide|2017|687270
100689|['Racing']|Redout - Space Exploration Pack|2017|728910
100690|['Massively Multiplayer', 'Racing', 'Simulation', 'Sports']|CarX Drift Racing Online|2017|635260
100691|['Casual', 'Indie']|Solar System|2017|741120
100692|['Action', 'Casual', 'Indie', 'Strategy']|Lab 03 Yrinth : Soundtrack OST|2017|742021
100693|['Adventure', 'Indie', 'RPG']|NOLA is Burning|2017|752810
100694|['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']|Armored Warfare|2015|443110
100695|['Action', 'Adventure', 'Casual', 'Indie']|The Mimic|2017|624990
100696|['Casual', 'Indie']|QUBIC: Soundtrack|2017|700350
100697|['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']|Armored Warfare - Free Steam Starter Pack|2017|747430
100698|['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']|Armored Warfare - BMPT Officer’s Pack|2017|753510
100699|['Action', 'Casual', 'Indie', 'Strategy']|Lab 03 Yrinth|2017|742010
100700|['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']|Armored Warfare - BMPT General’s Pack|2017|753520
100701|['Action', 'Adventure', 'Indie']|SEGFAULT|2017|715290
100702|['Action', 'Casual', 'Indie', 'Strategy']|Lab 03 Yrinth : Master Levels|2017|742020
100703|['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']|Salt Thrust|2017|736230
100704|['Indie']|Masked and Mysterious|2017|740720
100707|['Action', 'Adventure', 'Indie']|The New California|2017|699510
100708|['Casual', 'Indie', 'Strategy']|Goblins Keep Coming - Tower Defense|2017|739850
100709|['Action', 'Casual', 'Indie']|You are a torpedo AI|2017|750820
100711|['Casual']|Unite Cell|2017|748530
100712|['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']|Fishing Planet: Grand Smallie's Pack|2017|591987
100713|['Adventure', 'Casual', 'Indie', 'Simulation']|Soldier of Failure: Operation Zombie|2017|748760
100714|['Action', 'Casual', 'Free to Play']|Wonky Ship|2015|742630
100715|['Casual', 'Indie']|Writers|2017|649990
100716|['Indie', 'Strategy', 'Early Access']|Legion TD 2|2017|469600
100717|['Action', 'Indie', 'Early Access']|Nelo|2017|537000
100718|['Casual', 'Indie']|EXIT 3 - Painter|2017|730670
100719|['Action', 'Casual', 'Indie']|Slimebrawl|2017|690000
100721|['Action', 'Indie', 'RPG']|Remaya Idle|2017|731880
100722|['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access']|No King No Kingdom|2017|726000
100723|['Strategy']|Morps|2017|725540
100724|['Action', 'Adventure', 'Indie']|Barrimean Jungle|2017|749650
100725|['Simulation', 'Sports']|Euro Fishing: Le Lac d'or|2017|321472
100726|['Action', 'Indie']|Last Anime boy: Saving loli|2017|750210
100727|['Casual', 'Indie', 'Racing', 'Sports']|JumpBall 2|2017|750870
100728|['Massively Multiplayer', 'Racing', 'Simulation', 'Sports']|CarX Drift Racing Online - The Royal Trio|2017|752440
100729|['Racing']|NASCAR Heat 2 - November Value Pack|2017|747720
100730|['Racing']|NASCAR Heat 2 - Free November Toyota Pack|2017|747721
100731|['Action', 'Adventure', 'Indie', 'RPG']|MyWorld - Frozen Kingdom|2017|754590
100732|['Racing']|NASCAR Heat 2 - November Jumbo Expansion|2017|752630
100733|['Casual', 'Indie']|Keep Rollin!|2017|742540
100734|['Casual', 'Indie', 'Simulation']|Guppy|2013|698500
100735|['Action', 'Casual', 'Indie']|King of the Couch: Zoovival|2017|724350
100738|['Action', 'Indie']|"""The Guard Of Dungeon"" - wallpaper 1920x1080"|2017|754550
100739|['Action', 'Casual', 'Indie']|Stellar Interface - Golden Interface|2017|750150
100741|['Action', 'Adventure', 'Indie', 'Early Access']|AgeOfDarkness|2017|718070
100742|['Casual', 'Indie']|Squarism|2017|745030
100743|['Action', 'Adventure']|Eseapner|2017|740500
100746|['Action', 'Adventure', 'Casual', 'Indie']|The Mammoth: A Cave Painting|2015|751690
100747|['Adventure', 'Casual', 'Indie']|Galaxy Girls - Sara Remembers|2017|576615
100748|['Adventure', 'Casual', 'Indie']|Galaxy Girls - Emilia Sneaks Aboard|2017|576616
100749|['Simulation']|TS Marketplace: GWR Large Prairies Lined Liveries Add-on|2017|623267
100750|['Action', 'Indie', 'Racing', 'Sports']|Hyperun Deluxe DLC|2017|698440
100751|['Adventure', 'Indie']|Going Nowhere: The Dream|2017|691240
100752|['Adventure', 'RPG']|Moving Day|2017|750020
100753|['Action', 'Adventure', 'Free to Play', 'Indie', 'Simulation']|Red Crucible®: Reloaded|2015|732730
100754|['Casual', 'Indie', 'Simulation', 'Strategy']|Flow Handcrafted|2017|747810
100755|['Animation &amp; Modeling', 'Design &amp; Illustration']|Substance Painter 2018|2017|744570
100756|['Action', 'Indie']|Zombie Bloxx|2017|713090
100757|['Animation &amp; Modeling', 'Design &amp; Illustration']|Substance Designer 2018|2017|746470
100759|['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities', 'Video Production', 'Web Publishing']|001 Game Creator - General Music Add-On|2017|736530
100760|['Action', 'Adventure', 'Indie']|White Day - Japanese Uniform - Ji-Min Yoo|2017|742690
100761|['Action', 'Adventure', 'Indie']|White Day - Japanese Uniform - Sung-A Kim|2017|742670
100762|['Action', 'Adventure', 'Indie']|White Day - Japanese Uniform - So-Young Han|2017|742660
100763|['Action', 'Adventure', 'Casual', 'Indie']|ClickRaid - Token Resource Collector|2017|757280
100764|['Action', 'Adventure', 'Indie']|White Day - Japanese Uniform - Ji-Hyeon Seol|2017|742680
100765|['Indie', 'RPG', 'Strategy']|Haque|2017|662540
100767|['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']|VRC PRO off-road track: BUGGYLAND FUENCARRAL Spain|2017|678732
100768|['Adventure', 'Casual', 'Indie', 'Early Access']|Joumee The Hedgehog|2017|673220
100769|['RPG']|Reformers-变革者|2017|727830
100771|['Casual', 'Indie', 'Simulation']|Now Man Flies|2017|739690
100772|['Action', 'Casual', 'Indie']|Hell Survive|2017|749510
100774|['Action', 'Adventure', 'Indie']|Operation Biotech|2017|598410
100775|['Indie']|3-in-1 Bundle Brain Trainings|2017|743400
100776|['Education']|Starry Makino|2017|736700
100777|['Action']|Snake: Road to apple|2017|731230
100778|['Action', 'Adventure', 'Indie']|IN-VERT|2017|491010
100779|['Casual', 'RPG', 'Simulation', 'Strategy']|Depopulation|2017|718210
100781|['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']|AirMech Wastelands|2017|595770
100782|['Adventure', 'Simulation', 'Early Access']|Houston, We Have Spinach!|2017|734870
100783|['Action', 'Casual', 'Indie']|Trigonometry|2017|749990
100785|['Audio Production', 'Education', 'Utilities', 'Video Production']|foreverloops|2017|725610
100786|['Simulation']|OMSI 2 Add-on Downloadpack Vol. 5 – KI-Menschen|2017|708172
100787|['RPG']|Magilore|2017|724520
100788|['Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']|The Balloonist: Beyond the Clouds.|2017|681380
100789|['Action', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']|Tank Wars: Anniversary Edition|2017|697950
100790|['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports', 'Strategy']|Frontiers.io - Expansion Pack 3|2017|757800
100791|['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports', 'Strategy']|Frontiers.io - Expansion Pack 1|2017|756690
100792|['Indie', 'Strategy']|Dominions 5 - Warriors of the Faith|2017|722060
100793|['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports', 'Strategy']|Frontiers.io - Expansion Pack 2|2017|757410
100794|['Action', 'Adventure', 'Indie', 'Simulation']|Planet Nomads - Official Soundtrack|2017|753450
100795|['Action', 'Casual', 'Indie']|Boinks|2017|731560
100796|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered – Trans-Siberian Orchestra - “Christmas Eve / Sarajevo 12/24”|2017|637788
100798|['Indie']|Box Looter 2018|2017|746570
100799|['RPG']|Elminage ORIGINAL - Priestess of Darkness and The Ring of the Gods|2017|618710
100800|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered – Trans-Siberian Orchestra - “O Come All Ye Faithful / O Holy Night”|2017|637790
100801|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered – Trans-Siberian Orchestra - “Wizards in Winter”|2017|637789
100802|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered – Trans-Siberian Orchestra - “Christmas Canon Rock”|2017|637792
100803|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered – Trans-Siberian Orchestra - “A Mad Russian’s Christmas”|2017|637791
100805|['Indie', 'Strategy', 'Early Access']|TurretMaster|2017|685570
100806|['Action', 'Adventure', 'Indie']|Ropelike|2017|655140
100807|['Action', 'Adventure', 'Indie']|Super Meat Shooter - Artworks|2017|761230
100808|['Adventure', 'RPG']|Prehistorik 2|1993|749140
100810|['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer']|BattleRush - US Special Forces DLC|2017|750491
100811|['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer']|BattleRush - US Marine Corps DLC|2017|750490
100812|['Action', 'Indie']|Super Dungeon Boy|2017|718180
100814|['Simulation']|Fernbus Simulator - Multimedia Package|2017|602730
100815|['Simulation']|Fernbus Simulator - Comfort Class HD|2017|724420
100816|['Indie', 'Massively Multiplayer', 'Simulation', 'Sports', 'Early Access']|Soccer Simulation|2017|719970
100819|['Casual', 'Strategy']|Carcassonne: The River - Expansion|2017|648730
100820|['Action', 'Casual', 'Indie']|SK8|2017|749130
100821|['Action', 'Casual', 'Indie']|Go! Go! Radio : 8-Bit Edition|2017|730760
100822|['Action', 'Simulation', 'Strategy']|Subwar 2050|1993|752060
100823|['Action']|Son of Scoregasm|2017|631490
100824|['Action', 'Adventure', 'Indie']|Miles & Kilo|2017|669910
100826|['Simulation']|Train Simulator: Virgin Trains First Generation Pack Loco Add-On|2017|562389
100827|['Indie']|Pound of Flesh|2017|747220
100829|['Simulation']|Nobunaga's Ambition: Taishi / 信長の野望･大志|2017|628890
100830|['Adventure', 'Casual', 'Indie', 'Strategy']|Shout Of Survival|2017|491070
100831|['Indie', 'Simulation', 'Sports', 'Strategy']|Draft Day Sports: Pro Basketball 2018|2017|745530
100832|['Action']|Game Tengoku CruisinMix|2017|663130
100833|['Indie', 'Simulation']|W4RR-i/o-RS|2017|752780
100834|['Action', 'Adventure', 'Indie']|Rush Rover|2017|438320
100835|['Action', 'Adventure', 'Indie']|Rush Rover - OST|2017|599910
100836|['Utilities']|GoPlay Editor - Amazing Game Recorder & Video Editor|2017|751390
100837|['Action', 'Simulation', 'Strategy']|Arma 3 Tac-Ops Mission Pack|2017|744950
100838|['Simulation', 'Strategy']|Order of Battle: Panzerkrieg|2017|712340
100839|['Action', 'Indie', 'Massively Multiplayer']|Park Bound|2017|611830
100840|['Indie', 'RPG', 'Simulation', 'Sports', 'Strategy', 'Early Access']|Esports Life: Ep.1 - Dreams of Glory|2017|704830
100841|['Action', 'Indie', 'Racing', 'Sports']|Drive//Shaft|2017|747590
100842|['Action', 'Free to Play', 'Strategy']|Modern Combat|2012|341300
100844|['Casual', 'Indie']|Starship Clicker|2017|744590
100845|['Indie']|Feed the Animals|2017|749900
100846|['Indie', 'Simulation', 'Strategy']|Slumlord Simulator|2017|746430
100847|['Adventure', 'Casual', 'Indie']|Hidden Object Adventure: Around the World in 80 Days|2017|736860
100848|['Casual', 'Indie', 'Strategy']|It's Quiz Time|2017|648780
100849|['Action', 'Indie']|Grimrush|2017|704760
100851|['Action']|Injustice™ 2|2017|627270
100852|['Indie', 'RPG', 'Strategy', 'Early Access']|First Feudal|2017|733460
100853|['Adventure', 'Indie']|Slice of Life|2017|693180
100854|['Indie', 'Strategy']|Defend the Cake|2017|674330
100855|['RPG']|Nox Dei|2017|678940
100856|['Adventure', 'Indie']|The Mystery Room|2017|727060
100857|['Simulation', 'Sports']|Dino Dini's Kick Off Revival - Joystick tool|2017|751140
100858|['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']|Mission 1545|2017|691600
100859|['Adventure', 'Casual']|Christmas Stories: A Christmas Carol Collector's Edition|2017|757030
100861|['Action']|Call of Duty®: WWII - Call of Duty™ Endowment Bravery Pack|2017|729160
100862|['Action', 'Casual', 'Simulation']|Burger Shop|2007|730840
100863|['Action', 'Casual', 'Simulation']|Burger Shop 2|2009|730870
100864|['Indie']|Puzzle Chambers|2017|740410
100865|['Action', 'Adventure', 'Indie']|Dark Maze|2017|756420
100866|['Action', 'Adventure', 'Indie', 'Early Access']|In the thrall of darkness: The gift of dreams|2017|760900
100867|['Indie', 'RPG']|Deep Space: Unknown Universe|2017|747090
100869|['Indie', 'Strategy']|Puzzle Tactics|2017|751200
100872|['Adventure', 'Casual', 'Indie', 'Simulation']|Building Blocks / Master Builder of Egypt|2017|625220
100873|['Action', 'Indie', 'RPG']|Death Rings of Jupiter|2017|691620
100874|['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']|TRANSCEND|2017|760860
100875|['Adventure', 'Casual']|Fight desserts|2017|750900
100876|['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']|Clicker Heroes: Unicorn Auto Clicker|2017|702750
100877|['Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']|Secondhand Lands|2007|675230
100879|['Casual', 'Indie']|Plandzz 2|2017|749570
100880|['RPG']|The Ino Chronicles: Ascension - DLC|2017|724100
100881|['Casual', 'Indie', 'Simulation', 'Early Access']|Galactic Harvester|2018|754020
100882|['Action', 'Indie']|Thundering Skies|2015|725660
100883|['Casual', 'Indie', 'Strategy']|MyTD 我的塔防|2017|749870
100884|['Action', 'Adventure', 'Casual', 'Indie']|Your Bunny Wrote|2017|756440
100886|['Adventure', 'Indie', 'RPG', 'Early Access']|Project 5: Sightseer|2017|655780
100887|['Adventure', 'Casual']|Grim Tales: The Wishes Collector's Edition|2017|758580
100888|['Casual', 'Indie', 'Simulation']|Dark Empire|2017|681030
100889|['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']|Gangs of Space - Yogscast Jingle Jam 2017|2017|738630
100890|['Adventure', 'RPG']|Star Wars: Imperial Assault - Legends of the Alliance|2017|703980
100891|['Indie', 'Simulation', 'Strategy']|Hyper Knights: Battles|2017|747310
100892|['Indie']|6-in-1 IQ Scale Bundle|2017|755940
100893|['Casual', 'Indie']|Yashik|2017|754800
100894|['Free to Play', 'Indie', 'Simulation']|Freddy Fazbear's Pizzeria Simulator|2017|738060
100895|['Adventure', 'Casual', 'Indie', 'Simulation']|Reef Shot|2012|298380
100896|['Adventure', 'Casual', 'Indie', 'Simulation']|Reef Shot - Soundtrack|2012|755160
100897|['Casual', 'Strategy']|Stacker|2017|749430
100898|['Adventure', 'Indie', 'RPG', 'Early Access']|Meriwether: An American Epic|2017|566690
100899|['Free to Play', 'Indie', 'Strategy']|The Outliners|2017|721000
100901|['Education']|Smart Junior Academy - Winter|2017|755100
100902|['Indie']|Truth: Disorder|2017|755350
100903|['Indie', 'Simulation']|Restaurant Tycoon|2017|753670
100904|['Adventure', 'Casual', 'Simulation', 'Strategy']|Roads of Rome: New Generation|2017|573760
100905|['Adventure', 'Indie', 'RPG', 'Strategy']|CG the Seven Virus Knights|2017|753240
100906|['Casual', 'Free to Play', 'Indie', 'Simulation', 'Strategy']|Chicken Farm 2K17|2017|746910
100907|['Action', 'Casual', 'Indie', 'Simulation', 'Early Access']|Pterodalien|2017|741080
100908|['Action', 'Indie']|Conduct DELUXE!|2017|737870
100910|['Simulation', 'Strategy']|Cities: Skylines - Carols, Candles and Candy|2017|715192
100911|['Simulation', 'Strategy']|Field of Glory II: Immortal Fire|2017|737740
100912|['Simulation', 'Strategy']|Cities: Skylines - All That Jazz|2017|715193
100913|['Action', 'Early Access']|Epic Snails|2017|607460
100914|['Action', 'Indie']|Boiling Bolt|2017|462250
100915|['Action', 'Adventure', 'Indie', 'Strategy']|Wild RTS|2017|753140
100918|['Indie']|Dr. Fizzgigious' Fantabulous Carbon Dating Simulacrum|2017|711500
100919|['Indie', 'Simulation']|Euro Truck Simulator 2 - Italia|2017|558244
100921|['Adventure', 'Casual', 'Indie']|SeaBed|2017|583090
100922|['Action', 'RPG']|Nine Parchments|2017|471550
100924|['Action', 'Adventure', 'Indie', 'Early Access']|Robbie Swifthand and the Orb of Mysteries|2017|718010
100925|['Action']|Oh My Godheads|2017|522740
100926|['Action', 'Sports']|Steep™ - Road to the Olympics|2017|686890
100927|['Action']|Oh My Godheads: Collector’s Upgrade|2017|733100
100928|['Action', 'Casual', 'Indie', 'Simulation']|Fart Simulator 2018|2017|719080
100929|['Action', 'Sports']|Steep™ - Welcome Pack|2017|556390
100932|['Action', 'RPG']|The Surge: A Walk in the Park DLC|2017|702990
100933|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered – Steve Miller Band Song Pack|2017|637793
100934|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered – Steve Miller Band - “Jet Airliner”|2017|637794
100935|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered – Steve Miller Band - “Rock’n Me”|2017|637795
100936|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered – Steve Miller Band - “The Joker”|2017|637797
100937|['Casual', 'Simulation']|Rocksmith® 2014 Edition – Remastered – Steve Miller Band - “Take the Money and Run”|2017|637796
100938|['Action', 'Adventure', 'Casual', 'Massively Multiplayer']|DRAGON BALL XENOVERSE 2 - Extra Pack Set|2017|739280
100939|['Action', 'Adventure', 'Indie', 'Early Access']|NEVRDEAD|2017|681000
100940|['Strategy']|Romance of the Three Kingdoms X with Power Up Kit / 三國志X with パワーアップキット|2017|628060
